entname,passpercent,bidnum,is_infob,is_infoa_1,is_infoa_2,compete
1685bb21763dd7fc35f7d75026fc3585,0.940380313,1,0,1,0,竞争力一般
168f6a298743f6b511c01b1179161a7b,1,0,0,1,0,竞争力一般
1696f88d7850170478a8967c9d630d20,0.940380313,2,0,1,0,竞争力一般
16efee3149127aeb56f654ccbf5ac58c,1,0,0,1,0,竞争力一般
170d0c4a9a0d64d727e43105eaeef9b7,0.940380313,4,0,1,0,竞争力一般
17231b61324a202874c6b6b96c647bad,0.940380313,1,0,1,0,竞争力一般
172ec97c14ae11dd5c2d210be27b75b2,0.940380313,4,0,1,0,竞争力一般
174e950e76a01f439ba45538c3527457,0.940380313,1,0,1,0,竞争力一般
1792d13c3c421238a1ce6ceac2a8e7b7,0.940380313,1,0,1,0,竞争力一般
1793b744ab96ae1874abe6243d58c9d9,0.940380313,4,0,1,0,竞争力一般
17cf76b8665a73f13465805b570af366,0.940380313,1,0,1,0,竞争力一般
182137e3192f8fe281146ac1d7af534f,1,0,0,1,0,竞争力一般
18388c1ae9703aabc71adbc6c64efc54,0.940380313,1,0,1,0,竞争力一般
1871873661198c51546b47e0aa7d4211,0.940380313,3,0,1,0,竞争力一般
18777dc1d8cd4dfc82a0b9ec494e07fd,0.940380313,2,0,1,0,竞争力一般
187d6209a8d71639ae283b85a6d56a99,0.940380313,1,0,1,0,竞争力一般
189a6b4cf2dd1d8fe42cfdc348a213b5,1,0,0,1,0,竞争力一般
18c5fa7fab62d57a6f6d672e9d1a37d8,0.940380313,1,0,1,0,竞争力一般
18c787e4387a388d671bc30a4834044d,0.940380313,2,0,1,0,竞争力一般
18dd194af8463007d5266e7bdd737b4b,0.940380313,15,0,1,0,竞争力一般
18de20a371a9ec973a9b229415c091ee,1,0,0,1,0,竞争力一般
1904f6fecf58ab091332486f78af40ce,0.940380313,1,0,1,0,竞争力一般
191d7cb68a087f85ae5247264da0fc79,0.940380313,5,0,1,0,竞争力一般
19394589dd67fc8917678872658da5a0,0.666666667,0,0,1,0,竞争力一般
193bcd6047b2143be6e7675f063a8756,0.940380313,3,0,1,0,竞争力一般
19779a19952dab5d54a2c16520074ff5,1,0,0,1,0,竞争力一般
1995d4ae6f5c274ebeb852fed545410f,0.940380313,3,0,1,0,竞争力一般
19a10913b614b6a3271dc6b167b1a943,0.940380313,1,0,1,0,竞争力一般
19d3e4b08e8ea6e1b89fa40edbdc5fc6,0.940380313,1,0,1,0,竞争力一般
19f9d85e92134b7e6179add79e6d82d1,0.940380313,3,0,1,0,竞争力一般
1a046b5f8a2a08f5da694d8955f47315,1,0,0,1,0,竞争力一般
1a1784a5bbf29f36565e410ba972bb0b,0.940380313,3,0,1,0,竞争力一般
1a45a678780b4059aeaf0a9e075b3707,0.940380313,1,0,1,0,竞争力一般
1a812ca0cf39626c12a32dbee472ae7e,0.940380313,1,0,1,0,竞争力一般
1a8f1e03c107d05bd3d5255a4cd1a034,0.940380313,2,0,1,0,竞争力一般
1a9a82c01e8461ef81fc9e58cf329c59,0.940380313,1,0,1,0,竞争力一般
1aac47e6f6ba793d0a6887da634ba7a2,0.940380313,1,0,1,0,竞争力一般
1aad7a4486c5e078ae64b5519df690ad,0.940380313,4,0,1,0,竞争力一般
1ab22b83b8350a75d9b64b79a71c28e9,0.940380313,5,0,1,0,竞争力一般
1abcaca280fc5434274eb2bc72f11d7d,0.940380313,1,0,1,0,竞争力一般
1ac794c4318fb4bbc80c991ce57be1cf,0.940380313,0,2,1,0,竞争力强
1ac92742026d3e0012440a4e0b8b1f53,1,0,0,1,0,竞争力一般
1acd9e709aec61ddb837c50b5a826d00,0.940380313,8,0,1,0,竞争力一般
1ae4bfdc2885e9241a35e59c4262a7af,0.940380313,1,0,1,0,竞争力一般
1b2299b66b489a2fd76eca771a012f46,0.940380313,1,0,1,0,竞争力一般
1b65ad78e85b0e40d0efd2ab5b0c4c2b,0.940380313,10,0,1,0,竞争力一般
1b91a3d602eea5c8ea13ab3d39352a08,0.940380313,0,1,1,0,竞争力强
1bb84da59b6703f0aa628ff1f9b129ea,1,0,0,1,0,竞争力一般
1bcf98c308eb4b2c0206b1cf1440ad5f,0.940380313,6,0,1,0,竞争力一般
1bfcefc5a3e7454bd1517a8049e1437a,1,0,0,1,0,竞争力一般
1c11412c07260dde25cef15dc09f507a,1,0,0,1,0,竞争力一般
1c19879ce594bf02bccd75d7862e6fbe,0.940380313,6,0,1,0,竞争力一般
1c3cc9879ee0f2328812bbacbe7a3ae9,0.940380313,10,0,1,0,竞争力一般
1cddcf669ae892658177d9c13f652bc4,1,0,0,1,0,竞争力一般
1ce58976bed468ef8748524bf4b0cdeb,0.940380313,2,0,1,0,竞争力一般
1d014514fdcc88bbcbb45aedf9c0f3c5,0.666666667,0,0,1,0,竞争力一般
1d2e9764c7d5ca9d1f358d882500929a,0.940380313,1,0,1,0,竞争力一般
1d35f8fe21f7915702f5729917789ad3,0.940380313,1,0,1,0,竞争力一般
1d3bd04d9ea6e5157408d5ea92083c85,0.940380313,1,0,1,0,竞争力一般
1d648f30200a428e01ab618c50c75c6b,0.940380313,2,0,1,0,竞争力一般
1dbf1d5e390770dcd622226874c30118,1,0,0,1,0,竞争力一般
1de3226964cb598a912f949c3354a164,0.940380313,1,0,1,0,竞争力一般
1ded16e97f4d63afa0128a306596452d,0.940380313,1,0,1,0,竞争力一般
1e0a851c0fe119f53d5088eb36aa48e3,0.940380313,1,0,1,0,竞争力一般
1e18c4ca330931beda60658ed1c49914,0.940380313,4,0,1,0,竞争力一般
1e1fd286ce5e239c348eb56ea63fbe93,0.940380313,1,0,1,0,竞争力一般
1e48a96486b9cee47aadeddbf2088f46,0.940380313,7,0,1,0,竞争力一般
1e52b9caf2ae840e80607ce1c8264a63,0.940380313,1,0,1,0,竞争力一般
1e6430d0ecdae002f1a79f550823af4f,0.940380313,7,0,1,0,竞争力一般
1e6887b827eeb961d0dd3e848cfb8d08,0.940380313,4,0,1,0,竞争力一般
1e76d14467172a93a8f0387bfdfec573,0.940380313,1,0,1,0,竞争力一般
1e9231009c4bd9bcbf1c85d41d500999,0.940380313,2,0,1,0,竞争力一般
1e9863572487dd4a98b402434047d2e2,0.940380313,2,0,1,0,竞争力一般
1ea14442b265b1fb2898569c31ce1ed3,0.940380313,1,0,1,0,竞争力一般
1ed4de9a9d54119b715acb2fe83a088a,0.940380313,4,0,1,0,竞争力一般
1ef0dce2df1a7bf6ee5f3e3cfadbe7de,0.940380313,1,0,1,0,竞争力一般
1f0d941c6f4b18e6803fcc6e1d81fe9c,1,0,0,1,0,竞争力一般
1f3e5119280d308b4de0a6e944ee3184,0.940380313,1,0,1,0,竞争力一般
1f73354add52c1af328e5815d6381817,1,0,0,1,0,竞争力一般
1fbbd24b1b9cff65262c73a27b3a9a97,0.940380313,2,0,1,0,竞争力一般
1fe488c63b21b507c5493dc7450736c1,1,0,0,1,0,竞争力一般
1fe4e2999476854cca8e73d6b621d9c2,0.940380313,1,0,1,0,竞争力一般
2020a42dac5052015dbd9e5e862e5874,0.940380313,1,0,1,0,竞争力一般
20228a5a61f0bc966c6251534bc10b0a,0.940380313,2,0,1,0,竞争力一般
2024bb802bf288c3109c03d765fac269,0.940380313,2,0,1,0,竞争力一般
2038bc40dc46357bc0b2af2d7c2a65e3,1,0,0,1,0,竞争力一般
20b26e4be2c44adbcd89d83af87600e3,0.940380313,1,0,1,0,竞争力一般
20c69198e73c8a5c323ba3a322beef6e,1,0,0,1,0,竞争力一般
20f7554b4f89673f6ccde69ad2f2ce43,0.940380313,5,0,1,0,竞争力一般
213ecc87ccdbeb4ad973184a78da5953,0.940380313,5,0,1,0,竞争力一般
2143b4c80e21704e9329021f57bd0b15,0.940380313,6,0,1,0,竞争力一般
214f9add18ece0dbd7b9e683458ce9db,0.940380313,1,0,1,0,竞争力一般
2165f28d1e9885ada1a69383592331e7,1,0,0,1,0,竞争力一般
21a9870fce5a4580b7fa99291683a274,1,0,0,1,0,竞争力一般
21f35aeec693dffe9a834cd7e9540801,0.940380313,1,0,1,0,竞争力一般
21f48e29eba9cfcbc1e0355ea922fe39,0.940380313,7,0,1,0,竞争力一般
220a9d1f089587d39112b21e1be5b15d,1,0,0,1,0,竞争力一般
220aa08f3df350ff7ba5053200169493,0.940380313,4,0,1,0,竞争力一般
22111d04fe89abd641fe056f6b60ff9b,0.940380313,1,0,1,0,竞争力一般
22194a478a590506a5c1570c6843290e,1,0,0,1,0,竞争力一般
221eb24442901fe7a3abbcdf0be6e27e,0.940380313,1,0,1,0,竞争力一般
221f86fc3616ffe7a72c4a13d3774eb3,1,0,0,1,0,竞争力一般
22456401600b84c7258a1ad02e8478ea,0.940380313,2,0,1,0,竞争力一般
227d9533f7c6940bb88901e89878917a,0.940380313,1,0,1,0,竞争力一般
231e4ecb67f2bcf7cac707c0732467c5,0.940380313,2,0,1,0,竞争力一般
232d2c86a6e28306c9de2bef293d5cad,0.940380313,2,0,1,0,竞争力一般
2362d3e2f42c5f3e8c4a4f8d45938c59,1,0,0,1,0,竞争力一般
2362e06c090bcd259a9f8d8a335d7aa6,1,0,0,1,0,竞争力一般
236844cc52c8cee19d86a87a62462a68,1,0,0,1,0,竞争力一般
238ae57936537a6266bb3fae1b9385d0,0.940380313,2,0,1,0,竞争力一般
238f531dd17616c92ba8f88c9d906380,0.940380313,1,0,1,0,竞争力一般
2393d4e4bbb654a7a62b254cc3808599,0.940380313,1,0,1,0,竞争力一般
23c0ca18375811cd8146f9a5494d5237,1,0,0,1,0,竞争力一般
23d8335862fc6fc750dfdd998d3b5a16,1,0,0,1,0,竞争力一般
23e15582a5b69ce9b168c32d655a8274,0.940380313,1,0,1,0,竞争力一般
23f7714c384142564fd2976c6b5fb4c8,1,0,0,1,0,竞争力一般
2416389346e4740dc0b4fe32a62430f1,0.940380313,1,0,1,0,竞争力一般
242ba803900e28f7089bf6b69379a099,0.940380313,1,0,1,0,竞争力一般
2465bb6a433db09989112673969db6ac,0.940380313,1,0,1,0,竞争力一般
2485a12e6e51aa8aaf1fba3fc525e44f,1,0,0,1,0,竞争力一般
2489384cea0887faf77c5be0ae263d8f,1,0,0,1,0,竞争力一般
248b99f22da383d72633fc0ed8945c30,0.940380313,1,0,1,0,竞争力一般
2594dac4be04a240e3279681060fd0e5,0.940380313,4,0,1,0,竞争力一般
25bb182b8145ceb0d0ce9b64a208d995,0.940380313,1,0,1,0,竞争力一般
25dedba08ee831ec544afddf1361d428,0.940380313,1,0,1,0,竞争力一般
25fdc6e19ba1a954332a8b7ca4bf7f58,0.940380313,1,0,1,0,竞争力一般
260749cf2d625a728ebc4db94eece405,0.940380313,3,0,1,0,竞争力一般
263609d05d24782ff789e896e1c17674,0.940380313,1,0,1,0,竞争力一般
2658da5bbb3de55f44e346ca21c5b352,0.940380313,1,0,1,0,竞争力一般
266b7bcf55e7c80e79cfd56be862b0b0,0.940380313,1,0,1,0,竞争力一般
268fbf6a6500ab8a99a3119a1e8c0045,0.940380313,1,0,1,0,竞争力一般
269aad4c28bf799b671c0087383fa8ac,0.940380313,2,0,1,0,竞争力一般
26c43f624581305326043d7174784e4f,0.940380313,11,0,1,0,竞争力一般
26dc8dfc2934e704bdc58d574c692fe8,0.940380313,3,0,1,0,竞争力一般
26f4b5deab23242426d3cf6090f23946,0.940380313,19,0,1,0,竞争力一般
270de4cf7a1de8f6dff1af3c358e407e,0.940380313,1,0,1,0,竞争力一般
271d2e0bdd745c886a8009e689f941e9,1,0,0,1,0,竞争力一般
271f38187b21d826c2924df3195d0e59,1,0,0,1,0,竞争力一般
