entname,idom_num,sum,shopnum,label
02ab505b61df3362c4eae189f3bcb086,1,46,2,网络销售活跃
02ada9c7affe1853059797a1009224b2,0,14,0,网络招聘活跃
02b9a9d6441c943688a51f84b0d5c87f,0,38,0,网络招聘活跃
02c9e1a3c4bbb78d9e717281e2e9cbd9,0,1,0,网络招聘活跃
02c9f7485b4ab4ff3b110cb2a1f1ea38,0,0,1,网络销售活跃
02d3d36a1f3bc4134138fefeca7a2ef4,4,0,0,网络域名活跃
02d43229080ff748eb5d94701fa60aab,2,90,0,网络域名活跃
02db6cf5f9614bdf142aa5563b1d65bf,0,50,0,网络招聘活跃
02dbace53278a953eb1150fa39847840,0,0,2,网络销售活跃
02de407e0cd6d257df95fcce53ccaead,1,0,1,网络销售活跃
02e5ec8707f27158692c2e8be244e2b1,3,0,0,网络域名活跃
02ed0849ca9867a3e63a63f0736fe485,1,0,0,网络影响一般
02ee027d9410dfdc1193a5447b774e0a,0,0,1,网络销售活跃
02f2022f11fc4d3e0998050e0c712098,1,0,0,网络影响一般
02f869f6518a03b1147aa13c232a38c0,0,1,0,网络招聘活跃
02fa60764195e1c4d046e5423b124ac4,0,8,0,网络招聘活跃
02fa7cb4cac01497bfb64c92274b1707,1,0,0,网络影响一般
0304cbee195834bbfe5f85e6c95e80ec,0,6,0,网络招聘活跃
030526a31ddd4279aecaf85b19f4fea6,0,18,0,网络招聘活跃
030cca92e09b5d8adbd1f697faff7f72,2,0,0,网络域名活跃
030d69f841b833797f2eb83b33e10744,1,0,0,网络影响一般
030f361152d57a7d6e6043677c6a5592,0,31,0,网络招聘活跃
030fe23dd2c48373c47c69d82fd4ef39,0,1,0,网络招聘活跃
0313d6c8a9c463151dd357edfdf6abfe,1,0,0,网络影响一般
031736ac76c3db639ec7cbac6b720fc6,0,6,0,网络招聘活跃
03177158a6dbe36c28d963fb1a85babe,3,0,2,网络域名活跃
031dd5087955bd4dab9150df91805113,1,0,0,网络影响一般
032106d3cc8eb1f6d891eaa166d1fda5,1,0,0,网络影响一般
0328eb7134b2981aa8982eff73d53b4e,0,2,0,网络招聘活跃
033340c7a799d83837bac3484d956e2c,0,0,1,网络销售活跃
03383bec3a8b6fd2e8e5a0da5f0ebb0e,3,0,4,网络销售活跃
033a16ef133456eb2a2a9316f5d9bebb,0,17,0,网络招聘活跃
033a9e910b4ffafdbdc6d1a5aa81ba55,0,0,1,网络销售活跃
033ca6aaa541cf03374848fc81fdd36a,0,2,0,网络招聘活跃
034145a5b68b086e073e4b6d204a349f,2,0,0,网络域名活跃
03421b1f1f2a50ea4068a55d2a46575b,0,9,0,网络招聘活跃
034ec05ab2ac7a5bd8708d38c44b51e1,1,0,0,网络影响一般
0351f181eeaf28031dcce0581d84cf8d,1,0,0,网络影响一般
0356af856d123f243ee501202b27054c,3,0,0,网络域名活跃
035e7c92a19186609c93d8ff28a6b574,0,0,1,网络销售活跃
035ee2f1489ff0674d609086a67f50ab,1,0,0,网络影响一般
035fbeb614dcbac5d49d8464eb038abe,3,0,0,网络域名活跃
0363941f691b0ada9075010069acd489,1,2,1,网络销售活跃
036764cd2d8c4be9881b2bf07c1bffca,0,2,0,网络招聘活跃
0375e6a9add5dbbd0c938407af69cfe1,0,11,0,网络招聘活跃
0384049559e523014649ceaa24512458,0,0,1,网络销售活跃
03862eb0696200698d36d724640f04b6,1,0,0,网络影响一般
038aa824be1781c23ac825e7885122c3,1,0,0,网络影响一般
039640ef488a0e095c77de61e949e669,0,0,2,网络销售活跃
03a5a2255826f3cf6033093ce915bc2c,2,0,0,网络域名活跃
03b4d1ab7354f5f286a74652bc3f1f3b,2,0,0,网络域名活跃
03b71c763f4480990693fd81aa1ee1f0,0,3,0,网络招聘活跃
03c440ea98501bc4ebd0a2906fc08554,0,7,0,网络招聘活跃
03c59400d1379a17d99941d904457a69,0,0,1,网络销售活跃
03c5ff02ffd5f6251cef386d6a94c615,0,0,1,网络销售活跃
03c93acc40135ca5fac074a078a85986,0,14,1,网络销售活跃
03cc1790467be8f619b11a81a0b7e6e6,0,0,1,网络销售活跃
03d2700df667fd83a0ad3ca8171fdc4d,0,28,1,网络销售活跃
03d3f4499a0faeb90299d094d09faa49,1,0,0,网络影响一般
03dd8d1d7476e77f1ba085c702f0feba,1,0,0,网络影响一般
03e2cead4dd85955fd372515ef7f9469,0,2,0,网络招聘活跃
03e5bd8a8d3fbd53a7547756478e71e9,0,3,0,网络招聘活跃
03e6c315e7ca5e85b2249b68fd7ced70,1,0,0,网络影响一般
03f2b324ed05d2b6efabb2dbc73f6ae1,0,4,0,网络招聘活跃
040a87828dcc792dd9952762e8a87c14,1,0,1,网络销售活跃
04108a2c5f0c8ebe761e512fa7656502,0,5,0,网络招聘活跃
04136039c5d6f7bc31e96b3a8c720382,1,0,1,网络销售活跃
0419babcec9ae8950f9db70da4b8ca84,0,26,0,网络招聘活跃
041cdea5315c2c3e65cae1a2724d2e66,0,6,0,网络招聘活跃
04222ddfd4b8b605eee31d05876e5248,0,0,1,网络销售活跃
042a907944e3d12f537784b99d7d9a9a,1,0,0,网络影响一般
042c28228524b6a18009ca9e3fbb6f89,3,0,0,网络域名活跃
042e1975c8c4c6d494abf57e10bd6dc9,0,0,1,网络销售活跃
043b0ea2cd33ec5cf061dc9991688f72,0,0,2,网络销售活跃
043c5aa9c632a14fd2e6b57df758597b,1,0,0,网络影响一般
043cc1bae7cababefba768d7daf262ab,0,8,0,网络招聘活跃
043f34c5cc610ce069866cf8044b828d,0,22,0,网络招聘活跃
044236eb4d8e2c18a00ad85ad70e17f5,0,5,0,网络招聘活跃
04437debe46db1f2d1f2511cbc87b0e0,2,0,0,网络域名活跃
04515d26e4a25c2ff0342ab4d15bdfea,0,0,1,网络销售活跃
04631cc5b65444f46326f24c5897bce7,1,0,0,网络影响一般
0464c7e3b8757d692927a5a880b00d35,6,0,0,网络域名活跃
046599d20f4a411bb5b9e5333282fe26,0,0,1,网络销售活跃
047350cc671391e958f8999c078dbaa0,0,3,0,网络招聘活跃
04751428b2cd4ecdc50b4c328b532790,0,136,0,网络招聘活跃
04835f4fd505cb45aab2b7b4a2de08ab,0,8,0,网络招聘活跃
0484d58441cc7d633861c2ab66a74591,3,0,0,网络域名活跃
048a09b7be36700beb77f8b4ee0e6d14,1,0,0,网络影响一般
049c59716e9f88608297be5debb55c0f,2,0,0,网络域名活跃
04bb5bfdf5d3efdd0f5d325c5b975747,2,2,0,网络域名活跃
04bb9030fed6a861de9b913b471331ce,0,4,0,网络招聘活跃
04c093947506dfb78584ce63975c4344,0,6,0,网络招聘活跃
04ca01d2b00b40affb2fb5a75f7aa343,0,5,0,网络招聘活跃
04d12e92cfe222002d09d5de98762905,0,7,0,网络招聘活跃
04d160171f67d39f2874d3bd8fa13602,2,11,1,网络域名活跃
04d1b69b671f5022ecd0b5688f730f17,0,4,0,网络招聘活跃
04d707589c23d023953599843ffad912,0,47,0,网络招聘活跃
04e91162767a964f269d86a473e6ed38,1,0,0,网络影响一般
04ebb4bc76fe1958e23db736cdb99bc7,0,0,1,网络销售活跃
04f4aca7e01e68dfff0abaa82a8899a0,0,31,0,网络招聘活跃
04fd13cb38674fe9b7debebcc5ddac82,1,0,0,网络影响一般
0504501bc550ddc2aeec639046769d92,0,37,0,网络招聘活跃
0504c384503ebe503ab7167e9324e392,1,0,0,网络影响一般
0505e876f51e80abe93181204f6b5b08,0,0,1,网络销售活跃
0506b1ba43f04392d370eab387060cd8,1,0,0,网络影响一般
050a747e3e5fd8e350e6d51b25d2fbb5,1,0,0,网络影响一般
05184984e10150d49421a6a04e39cf54,5,0,0,网络域名活跃
051979c473848a58a2b6910f0fbf3ae6,2,0,0,网络域名活跃
051f5bdec92b2f495aa1903e9b427d60,0,0,1,网络销售活跃
0529d03d8bb2a2cf1f90119ab530780f,0,10,0,网络招聘活跃
052d30aad48d50635be7d9a694a6a277,0,10,0,网络招聘活跃
054f70fd300141e786c6aa168a306a5a,0,16,0,网络招聘活跃
054f9d1ed6c858658c5d7989c0dc986f,0,31,0,网络招聘活跃
055f4b499f32c21a4a54d895ce24fe5e,0,10,0,网络招聘活跃
0561ccf6fe94faf77449e85ef63e025e,0,0,1,网络销售活跃
0563bdd83d942fc62220558a17e2ef57,0,0,2,网络销售活跃
057230383f8fbdf358578379baa966c2,1,0,0,网络影响一般
057996258bbe06097475b660f6671788,1,0,0,网络影响一般
057d4a03bb042a68d1826117b28a769d,0,46,0,网络招聘活跃
0585b98f15ce97e6113decbe473de186,3,1,0,网络域名活跃
05891f79df48e9e0c66bf613ef0ba3f0,0,6,0,网络招聘活跃
058bc8d676591b305a7fff39267a2a1e,0,3,0,网络招聘活跃
058cadcdc7c592e991496b306834d220,1,0,0,网络影响一般
058e33bc7c193202dea894b66c030fca,1,0,0,网络影响一般
0593d0165eae545e5910c552a55ecf8d,2,0,0,网络域名活跃
059f65bab94ffbb2512c6bb5a9dcc929,3,5,0,网络域名活跃
05a6466cc8afd3f3c11b7c2c4fbf1b6b,1,0,0,网络影响一般
05a91419232d706ad9c8ec61c39e74d5,1,0,0,网络影响一般
05ab5c52c02acf168a62714848ba137b,5,0,1,网络域名活跃
05b02470cd6ec2ab41b612132bcb291e,0,28,0,网络招聘活跃
05bca086879afc0dbbe8bc9e8000ed4a,1,0,0,网络影响一般
05bf553a5c72baddebecd9248658a6d9,2,0,0,网络域名活跃
05bfc800f1cf2aa2562203e1f0dc0994,2,0,0,网络域名活跃
05c147264c628526c8e9bc8486bbc565,0,27,0,网络招聘活跃
05cf789c657acaf7e0811738b731d158,0,0,1,网络销售活跃
05d06bf4267e9c479d28f8c389138b05,0,5,0,网络招聘活跃
05dbb26109b11fbad4ffcd78e7d03268,1,0,0,网络影响一般
05e8a03294c2b64909483d62551d6f1d,0,0,1,网络销售活跃
05eb04c0fdeb7e29727d2eeaa843372a,2,0,0,网络域名活跃
05f326bc442574bde4f4903ed76ab083,0,5,0,网络招聘活跃
05f60a9418d4e4ea7f993aa04234e463,0,216,0,网络招聘活跃
05fe9c3e42aa197b51bd0d24a80c6f74,0,3,0,网络招聘活跃
0600bef2b09a734ac03a41fa59bff3fe,0,0,2,网络销售活跃
0609a307c8fa1baf7a930241e86cf534,0,0,1,网络销售活跃
060a87b5617626843b826abe09f1f0c6,0,11,0,网络招聘活跃
0612b13bf6fd2863d99478a382de3e77,0,0,2,网络销售活跃
06175abdfa2f402a7c4be2496914fab5,0,4,0,网络招聘活跃
0618e70d9193caa131354a032d929e37,2,3,0,网络域名活跃
061cef49d6384e5c3ffad3ae40df5170,0,0,1,网络销售活跃
062064a7cf4c0ddb5434a27562e0b85d,0,0,1,网络销售活跃
06215779093c11b84fdda77c3d450354,0,3,0,网络招聘活跃
0625a261370768434f9d7eaa4b272876,0,10,2,网络销售活跃
062a1c8fefba13140d3c93c6b8bc1395,0,45,0,网络招聘活跃
062ed9397c45730095a75ecf09827465,2,0,0,网络域名活跃
0638698dd3bc6197911d8da434017691,1,0,0,网络影响一般
063cca55d650dc74d4adb8f1741313df,0,14,0,网络招聘活跃
063d72056d95d24c42e1911fb162e709,0,6,0,网络招聘活跃
064665a5ee222b79a7692f8356059c5f,0,0,1,网络销售活跃
0648e0450ffd87686f52917c533fec30,1,0,2,网络销售活跃
064909198e816025d56d90f06a64660d,2,0,0,网络域名活跃
0659058e1ef8dab52748d73789f70ef5,1,0,1,网络销售活跃
0660e762d77e95e10ccbcc63787d0773,0,0,1,网络销售活跃
066cd7330b2a19150d37e7f60aef2b8e,0,2,0,网络招聘活跃
0672e896d060f0f82a0fe9e4ae0cad5f,3,0,0,网络域名活跃
067d035b70c16f6af2aabb001a373289,2,212,0,网络域名活跃
067f0141c4495f0072717ad17ebce499,0,0,1,网络销售活跃
0680c2a6a81e63d73b315a5c6e150eb3,0,3,0,网络招聘活跃
0684c64f168d0226d3ec6d8bb3359eec,0,71,0,网络招聘活跃
0687c65c77a840c85865ff425417a5cb,0,8,0,网络招聘活跃
0688e0180b6e2357c07111792b7cb045,0,2,0,网络招聘活跃
068ab7aa6af11c8fb63fa0f93a2f05bf,0,2,0,网络招聘活跃
068dc1113d371b5e58281ebd0b5cba3e,1,0,2,网络销售活跃
0690b71e1d48a863d16b8a955bca65d4,0,6,0,网络招聘活跃
0697f4dfacc96b3db0d6dda4d050f57b,1,0,0,网络影响一般
069919367e32cc500d75398d603a0a69,0,0,2,网络销售活跃
0699ce5fffb481730d9fbb17b21e2708,1,0,3,网络销售活跃
069ef9901bb071b7057dce7ea7ff0860,0,0,1,网络销售活跃
06a070672fab637546a1c5402b565e65,0,8,0,网络招聘活跃
06a2711cd13b5c243e96a4c867338f7c,0,1,0,网络招聘活跃
06a2ee25cee363f1669efabe3013646a,0,0,1,网络销售活跃
06a45b6f3e04d7d38327a6f34b4222c1,0,602,0,网络招聘活跃
06b08126eb540559461bc7aba032e692,4,10,0,网络域名活跃
06b824d0ec42e41e1b135aa97b0b5719,0,0,2,网络销售活跃
06b94368a8018fb8a4b3f0a67358f9be,0,0,1,网络销售活跃
06be0da394bbaf3e97d565c3ad635877,0,22,0,网络招聘活跃
06bf0603f5efc28064431ae253ff35da,0,0,1,网络销售活跃
06c69f406dd0e6b152a84f7b9449dc6b,0,7,0,网络招聘活跃
06d1fbdc88504d17e0a07f4e8ee81a6b,1,0,0,网络影响一般
06d49816bfa400cffdc2c88474b72fb3,0,0,2,网络销售活跃
06d4ffc41f2c5b394b3f3533ce9ebea5,0,1,0,网络招聘活跃
06dfb399528ec9f4efc6ba263ca4acc9,0,0,1,网络销售活跃
06e6da0cb228a53f298fb8624cae4dbc,0,198,0,网络招聘活跃
06ed2ef044d5ac4a2123014c4b550073,0,0,3,网络销售活跃
06ef91dde3f4e0336822a840adee7975,1,0,1,网络销售活跃
06f5bd701839aa28308b4c33ec893b25,0,14,0,网络招聘活跃
06f7dc52674a8dac52939c8efbdaec0e,0,13,0,网络招聘活跃
06fd5a7d1887c4c95d9e87e3d392c31c,0,6,0,网络招聘活跃
071321f5dccb45f3eee1186efe5f58cb,0,70,0,网络招聘活跃
0713b9988e1266bab065de3b65bd1304,2,0,0,网络域名活跃
0717c26a04e76d1330c635c537cdbc29,0,2,0,网络招聘活跃
071af18a2c4fb8a5c691111d9840c684,1,0,0,网络影响一般
071c3bb89d63907714e7999a17be3f98,0,0,1,网络销售活跃
071cdbd7aa66e6542e58bcbaf91965db,1,0,0,网络影响一般
071d8f9457d2636937fe16c7dec6109a,0,7,0,网络招聘活跃
071e74fb7497aeea3f1a00f799e3b0b3,0,0,1,网络销售活跃
071f8ead0048add0285287fee5e4d8c1,0,0,2,网络销售活跃
072e4b64bc0c851cd3dd8a26cc233fd4,0,8,0,网络招聘活跃
07340d9ef64001719aed038459a2682c,1,0,1,网络销售活跃
07493293abc4b8d6b4b7ddf430b882d7,0,0,1,网络销售活跃
074aa781a8c682cc7545cc37cfa22d27,0,0,2,网络销售活跃
0754e277f63864138e9d862d5532f0e5,0,13,0,网络招聘活跃
075584caba08abaa98245f10d3dda5a5,1,0,0,网络影响一般
0757237361717c65316c65c5082d5daf,0,3,0,网络招聘活跃
075933af12a23e09ce970a648c85d194,0,57,0,网络招聘活跃
0767a395dbc6fd15373df30bbc8cc7ef,2,0,0,网络域名活跃
076ba797fcb56830bb733900ba61f705,1,0,0,网络影响一般
076de5d64183ed2051be180102401c7a,1,0,0,网络影响一般
0775a14811ab51dade04ede8c25a6fa5,0,30,0,网络招聘活跃
078417ec436bdf00bc3af30555c4688f,0,0,2,网络销售活跃
0785be294f3125e6fe9a5c86da9b9b87,1,0,0,网络影响一般
0786b7e7ff77317e007d16f49d4c06e6,0,21,0,网络招聘活跃
078b5b3d130f15d984a522efa49c8356,1,0,0,网络影响一般
078cd6a1d244b8cd1368bb5ce66fc91b,0,20,0,网络招聘活跃
078d68980553ba44649e4cab5c92f4f2,0,8,0,网络招聘活跃
07901141e85adc5a3f06cc679f3e82a4,0,13,0,网络招聘活跃
079beb1ba3cdad531ea7dd66836792b8,0,8,0,网络招聘活跃
079c2cbab8717e787b28853daa9c6753,1,0,0,网络影响一般
07a2dfdf3e71e99cc07d3e69f0b31285,0,0,1,网络销售活跃
07a69ec1c9bf2e2962b4882ececd5b05,0,0,2,网络销售活跃
07ad6598691f084469516cef512d5798,0,0,1,网络销售活跃
07b178aa0390c22567ea4f2621f8c190,0,0,1,网络销售活跃
07b39c977cd75d08f841d9901a6e562e,0,0,2,网络销售活跃
07b3dac36b17b3dcadbfa86ef73e1542,0,8,0,网络招聘活跃
07b4e7b49d25c0280baef2cdb31c2660,2,0,0,网络域名活跃
07c1985a163ab955134b9a2e8e3319d0,1,0,0,网络影响一般
07c674a166c668433495e0d9f190ad92,0,9,0,网络招聘活跃
07ca0cd950c4ee5ca11ddf3dde7c86e3,1,0,0,网络影响一般
07cd11d0694df1bc542017ef69adc25f,0,34,0,网络招聘活跃
07ce19c86e5965af06b39b42e6368595,2,0,0,网络域名活跃
07cff8bf14972c3ede2fd00b77a3cf5e,2,0,0,网络域名活跃
07d26dd486066c23332bf72cebfc3569,0,2,0,网络招聘活跃
07e2c0cb4b84cef193441f72743b0c1e,0,0,1,网络销售活跃
07e4c6a9f4ec2446674bfe6a2090568e,0,5,0,网络招聘活跃
07e8b404e8c45d93e86ea375126b1828,1,0,0,网络影响一般
07e8b489f50c3e97106626363351c8e3,1,0,0,网络影响一般
07eb043ab4c253cd51ea303ab9606583,2,0,2,网络销售活跃
07f55c7de76b19b1ceb6997c3c3c98a4,5,0,1,网络域名活跃
07f73e59c939a099d5ccb832b9a2a635,0,3,0,网络招聘活跃
08051f4085d3696cbf5e3d8c60cf6a36,0,6,0,网络招聘活跃
080ca9ccf22de532dc5dcb245aece067,2,0,0,网络域名活跃
080ecedb36958de45d905dc990ecda27,1,0,1,网络销售活跃
08116a8ab40735dfda9a65dc64610012,0,0,1,网络销售活跃
0815bad075c0f795e46122c8def7711b,0,0,1,网络销售活跃
0820651b8f7fb44163008eb5a2a00449,0,8,0,网络招聘活跃
082617952b3928fc9eb935fd59836265,0,14,0,网络招聘活跃
082b378bc54114b7440994d8b202e6a4,0,66,0,网络招聘活跃
082bd8c461993ba7afccfde6ba149443,0,18,0,网络招聘活跃
082c06ea72d65a38dacd516eaf37411a,1,0,0,网络影响一般
0833cc70f3c289cb2abc635cf130e2ad,0,13,0,网络招聘活跃
083c7e62f3398547d7c01ac566b5dc67,1,0,0,网络影响一般
0842162b98e418e37023c5bb911fe71f,2,0,0,网络域名活跃
0847e0f8f65344487acee95132e594e0,0,1,0,网络招聘活跃
0849ab00c71031cf62c9e12807cf0615,0,0,3,网络销售活跃
084ed11b137d5668b157562715f69fe6,0,0,1,网络销售活跃
085237e32398d2dd10e38a7dd93a22f1,1,0,1,网络销售活跃
08567e88771400d56ce01d5b86218afd,0,10,0,网络招聘活跃
086326fe89ba9273e3323df8f0c164d7,1,0,2,网络销售活跃
08661d287f307d0a6dada05e9f775b94,0,0,1,网络销售活跃
08671ece0ae0cb6752be2b3b82a900d9,3,0,2,网络域名活跃
0868e1605dc192b0ccf0393d30467f16,2,2,3,网络销售活跃
086e588351637af21ba1576aa574db59,2,0,2,网络销售活跃
087943780d3c7cc19be4ffbcdd921de4,0,1,0,网络招聘活跃
087be3b46c347d860869c83b12d1c279,0,17,0,网络招聘活跃
